processo_enquadramento,fornecedor,cnpj_cpf,contratacao_objeto,fundamento_legal,vigencia_inicio,vigencia_fim,contrato_valor_txt,contrato_saldo_bruto,situacao,contrato_currency,contrato_amount
Dispensa,BALASKA EQUIPE INDUSTRIA E COMERCIO,65.555.146/0001-49,"Protetor, Capacete, Antiembaçante","Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",25/01/2018,20/03/2018,"R$ 1.306,01","R$ 0,00",Concluído,R$,1306.01
Dispensa,PETROBRAS AMERICA INC,EXTERNO,Blade: f/ Hudson fan Blade: f/ Hudson fan Blade: f/ Hudson f,"Dec 2745, 2.1, F - Subsidiárias ou controladas da PETROBRAS,",13/02/2018,15/08/2018,"US$ 47.702,71","US$ 47.702,71",Ativo,US$,47702.71
Dispensa,HYDAC TECNOLOGIA LTDA.,01.697.279/0001-77,Resfriador,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",12/01/2018,16/07/2018,"R$ 38.541,67","R$ 38.541,67",Ativo,R$,38541.67
Dispensa,A C PEREIRA PAPELARIA ME,08.734.761/0001-89,Pasta fina:Bloco de anotações pautado:Capa para folhas,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",29/01/2018,02/04/2018,"R$ 300,07","R$ 300,07",Ativo,R$,300.07
Dispensa,CEMANTEC CENTRAL DE MANUTENCAO,10.787.910/0001-10,Recuperação Válvula TCV-GE,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",03/01/2018,05/02/2018,"R$ 9.900,00","R$ 1.732,50",Concluído,R$,9900.00
Dispensa,CONSTRUCTION SERVICE 2010 -,12.404.227/0001-81,Serviço de fechamento dos Smoke Shafts das escadas E1 e E2 d,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",12/03/2018,10/04/2018,"R$ 23.500,00","R$ 23.500,00",Ativo,R$,23500.00
Dispensa,ELE E EU FILTROS E VEDAÇÕES LTDA-ME,20.464.730/0001-50,Item 1 - Espaçador : da bomba KRAL : M210.40: Item 2 - Espaç,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",03/01/2018,14/03/2018,"R$ 14.957,29","R$ 14.957,29",Ativo,R$,14957.29
Dispensa,METSO BRASIL INDUSTRIA E COMERCIO,16.622.284/0001-98,SOBRESSALENTE VÁLVULA DE CONTROLE,"Dispensa, Dec. 2745, 2.4, CAPUT - Contratação Direta",15/02/2018,10/07/2018,"R$ 150.329,42","R$ 150.329,42",Ativo,R$,150329.42
Dispensa,SMITHS BRASIL LTDA,04.480.563/0016-61,Anel primário:Mola para selo mec. John Crane,"Dispensa, Dec. 2745, 2.4, CAPUT - Contratação Direta",10/01/2018,11/04/2018,"R$ 18.121,45","R$ 18.121,45",Ativo,R$,18121.45
Dispensa,LUPATECH S/A EM RECUPERAÇÃO,89.463.822/0007-08,Válvula descarga p/emergência : tipo de obturador: esfera :,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",31/01/2018,11/05/2018,"R$ 33.174,84","R$ 33.174,84",Ativo,R$,33174.84
Dispensa,P H D ENGENHARIA E MAQUINAS LTDA -,28.217.743/0001-37,Embreagem : p/guindaste Weatherford :,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",04/01/2018,09/04/2018,"R$ 97.809,97","R$ 78.247,98",Ativo,R$,97809.97
Dispensa,SERVICO NACIONAL DE APRENDIZAGEM,03.774.819/0012-57,TREINAMENTO DE EMPREGADOS - MATRÍCULA,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",30/01/2018,22/02/2018,"R$ 609,00","R$ 609,00",Concluído,R$,609.00
Dispensa,PHASED BRASIL LTDA - ME,19.403.693/0001-91,Inspeção de fabricação na Dinamarca atender pedidos da NOV O,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",05/01/2018,04/04/2018,"R$ 68.902,06","R$ 68.902,06",Ativo,R$,68902.06
Dispensa,NATIONAL OILWELL VARCO DO BRASIL,02.650.425/0003-33,Mangueira,"Dispensa, Dec. 2745, 2.4, CAPUT - Contratação Direta",09/01/2018,13/08/2018,"R$ 8.441,03","R$ 8.441,03",Ativo,R$,8441.03
Dispensa,ENDRESS + HAUSER CONTROLE E,49.423.619/0001-06,TRANSMISSOR DE PRESSÃO,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",23/01/2018,06/04/2018,"R$ 83.482,55","R$ 83.482,55",Ativo,R$,83482.55
Dispensa,LUPATECH S/A EM RECUPERAÇÃO,89.463.822/0007-08,Válvula esfera metálica : testada a fogo(cert ISO 10497) : a,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",25/01/2018,04/05/2018,"R$ 36.918,68","R$ 36.918,68",Ativo,R$,36918.68
Dispensa,LSI - LOGISTICA S.A.,04.057.495/0001-46,CONTRATO EMERGENCIAL - aux. movimentação de carga,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",02/01/2018,01/05/2018,"R$ 135.738,06","R$ 79.733,72",Ativo,R$,135738.06
Dispensa,TECFLUX LTDA.,60.933.017/0001-23,União (luva),"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",04/01/2018,09/02/2018,"R$ 1.911,50","R$ -305,84",Concluído,R$,1911.50
Dispensa,FRANCA & MARINS LTDA - ME,31.403.264/0001-10,Tetraflúor etano (R-134A),"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",03/01/2018,19/04/2018,"R$ 5.328,63","R$ 492,89",Concluído,R$,5328.63
Dispensa,PIERALISI DO BRASIL LTDA.,01.302.778/0001-18,Serviço de manutenção nas centrifugas,"Dispensa, Dec 2745, 2.4, CAPUT - Dispensa de licitação por v",02/01/2018,02/03/2018,"R$ 23.733,30","R$ 23.733,30",Concluído,R$,23733.30
Dispensa,G M R EQUIPAMENTOS ELETRICOS LTDA,42.270.058/0001-03,Relé auxiliar,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",19/01/2018,20/04/2018,"R$ 368,00","R$ 368,00",Ativo,R$,368.00
Dispensa,"LEONOX INDUSTRIA, COMERCIO E",04.248.140/0001-34,CONVERSOR DE SINAL,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",02/01/2018,21/06/2018,"R$ 5.214,37","R$ 5.214,37",Ativo,R$,5214.37
Dispensa,ALPHA EQUIPAMENTOS ELETRICOS LTDA,47.876.552/0001-21,ITEM 10: Luminária p/lâmp. de descarga : para 1 lâmpada : a,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",22/01/2018,26/03/2018,"R$ 4.265,71","R$ 4.265,71",Ativo,R$,4265.71
Dispensa,PETROBRAS AMERICA INC,EXTERNO,Módulo específico : p/computador de vazão : Smar :,"Dec 2745, 2.1, F - Subsidiárias ou controladas da PETROBRAS,",04/01/2018,19/04/2018,"US$ 25.094,90","US$ 25.094,90",Ativo,US$,25094.90
Dispensa,ARAFER COMERCIO E SERVICOS LTDA.,11.348.600/0001-61,Talha de carga,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",04/01/2018,26/02/2018,"R$ 6.876,38","R$ 0,00",Concluído,R$,6876.38
Dispensa,C ALBERTO DA SILVA - ME,27.433.662/0001-01,QUALIFICAÇÃO EM SMS PARA UO-AM 2018,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",01/02/2018,02/01/2019,"R$ 134.889,25","R$ 134.889,25",Ativo,R$,134889.25
Dispensa,PAC 2 SERVICOS DE ENGENHARIA E,09.204.922/0001-95,Inspeção de fabricação na Itália PC4507528244 GALPERTI OBJET,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",09/01/2018,09/03/2018,"R$ 32.477,34","R$ 32.477,34",Ativo,R$,32477.34
Dispensa,AMBCORE SERVICOS AMBIENTAIS EIRELI,14.595.750/0001-68,Serviços de manutenção em esferas da UTPF.,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",08/01/2018,07/04/2018,"R$ 146.901,98","R$ 146.901,98",Ativo,R$,146901.98
Dispensa,EMERSON PROCESS MANAGEMENT LTDA,43.213.776/0001-00,Kit de montagem,"Dispensa, Dec. 2745, 2.4, CAPUT - Contratação Direta",04/01/2018,09/04/2018,"R$ 18.444,38","R$ 18.444,38",Ativo,R$,18444.38
Dispensa,FLOWSERVE DO BRASIL LTDA.,33.273.681/0001-10,Kit de manutenção,"Dispensa, Dec. 2745, 2.4, CAPUT - Contratação Direta",04/01/2018,16/04/2018,"R$ 2.394,87","R$ 2.394,87",Ativo,R$,2394.87
Dispensa,G M R EQUIPAMENTOS ELETRICOS LTDA,42.270.058/0001-03,Motor elétrico trifásico : Motor elétrico de indução de uso,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",05/01/2018,16/04/2018,"R$ 2.677,96","R$ 2.677,96",Ativo,R$,2677.96
Dispensa,SEW-EURODRIVE BRASIL LTDA,50.981.018/0001-90,Motor elétrico trifásico : Motor elétrico de indução de uso,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",05/01/2018,19/02/2018,"R$ 6.560,41","R$ 6.560,41",Ativo,R$,6560.41
Dispensa,VALUE 2004 COMERCIAL E EQUIPAMENTOS,07.130.239/0001-25,Válvula pneumática : tipo: direcional 4 vias/2 posições : ac,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",02/01/2018,02/05/2018,"R$ 4.182,75","R$ 4.182,75",Ativo,R$,4182.75
Dispensa,MTU DO BRASIL LTDA,48.600.191/0001-59,Serviço de Inversão Lógica dos Grupos Geradores Auxiliar e d,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",08/01/2018,07/02/2018,"R$ 159.356,27","R$ 159.356,27",Concluído,R$,159356.27
Dispensa,WEST GROUP TREINAMENTOS DO BRASIL,25.000.524/0001-03,TREINAMENTO DE EMPREGADOS - MATRÍCULA,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",02/01/2018,02/03/2018,"R$ 12.600,00","R$ 12.600,00",Cancelado,R$,12600.00
Dispensa,M&I ELECTRIC BRAZIL SISTEMAS E,20.458.968/0001-73,Reforma geral de autotransformadores de P-31,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",02/01/2018,01/05/2018,"R$ 92.384,00","R$ 92.384,00",Ativo,R$,92384.00
Dispensa,STME MANUTENCAO E MONTAGENS,32.343.113/0001-86,"Recuperação, manutenção e comissionamento do TO-122302A de P","Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",18/01/2018,17/05/2018,"R$ 157.800,00","R$ 157.800,00",Ativo,R$,157800.00
Dispensa,JOPLAS INDUSTRIAL LTDA,05.204.509/0001-70,Curva 11º 15' 3,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",04/01/2018,19/02/2018,"R$ 10.342,70","R$ -756,78",Concluído,R$,10342.70
Dispensa,FENITEC - SERVICOS DE MANUTENCAO E,18.812.385/0001-57,Instalação de Dampers Corta Fogo,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",15/01/2018,18/02/2018,"R$ 49.985,00","R$ 49.985,00",Concluído,R$,49985.00
Inexigibilidade,ATLAS COPCO BRASIL LTDA,57.029.431/0047-80,"Guia p/compr.TURBOEXPANDER, Seguidor compressor Do turboexpa","Dec 2745, 2.3, A - Aquisição de materiais, equip, gêneros co",11/01/2018,03/08/2018,"R$ 4.311.680,19","R$ 4.311.680,19",Ativo,R$,4311680.19
Dispensa,HIRSA SISTEMAS DE AUTOMACAO E,27.632.330/0001-56,SERVIÇOS DE CALIBRAÇÃO EM LINHA DA EMED FISCAL DE ÓLEO FQIT-,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",30/01/2018,28/02/2018,"R$ 37.470,40","R$ 4.988,80",Concluído,R$,37470.40
Dispensa,TECFLUX LTDA.,60.933.017/0001-23,União cotovelo,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",03/01/2018,05/02/2018,"R$ 524,74","R$ 0,00",Concluído,R$,524.74
Dispensa,ADRIANA CRISTINA BUENO COELHO,05.814.667/0001-41,LOCAÇÃO VEÍCULOS COM MOTORISTA,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",11/12/2018,11/12/2018,"R$ 3.929,00","R$ 0,00",Ativo,R$,3929.00
Dispensa,PRAXAIR SURFACE TECHNOLOGIES DO,77.679.686/0001-13,Aplicar sermetel 5380 DP em dois rotores.,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",02/01/2018,10/02/2018,"R$ 40.000,00","R$ 40.000,00",Concluído,R$,40000.00
Dispensa,OKEANOS CONSULTORIA E MEIO AMBIENTE,05.727.997/0001-08,Curso de formação de aquaviário - Pescador Profissional - PO,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",19/02/2018,20/05/2018,"R$ 53.000,00","R$ 53.000,00",Ativo,R$,53000.00
Dispensa,WIR COMPRESSORES ALTERNATIVOS LTDA,05.197.146/0001-92,Válvula específica,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",08/01/2018,26/03/2018,"R$ 1.558,06","R$ 1.558,06",Ativo,R$,1558.06
Dispensa,WSO4000 METALURGICA COMERCIO ERELI,26.391.158/0001-23,Parafuso tipo U,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",08/01/2018,29/01/2018,"R$ 998,64","R$ 0,00",Concluído,R$,998.64
Dispensa,GALPERTI DO BRASIL COMERCIAL E,12.143.076/0001-55,Flange pescoço,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",09/01/2018,12/03/2018,"R$ 7.180,63","R$ -588,32",Concluído,R$,7180.63
Dispensa,ARAFER COMERCIO E SERVICOS LTDA.,11.348.600/0001-61,Tirfor de carga,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",04/01/2018,26/02/2018,"R$ 7.928,26","R$ 1.366,49",Concluído,R$,7928.26
Dispensa,PONTO DAS PLACAS LTDA - ME,12.026.594/0001-99,"Serviço de fabricação de 109 plaquetas em aço inox, com grav","Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",15/01/2018,14/02/2018,"R$ 981,01","R$ 0,00",Concluído,R$,981.01
Dispensa,ONORIO LOPES DOS SANTOS QUIMICA,26.701.398/0001-87,Dissulfeto de carbono : para uso em laboratório,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",16/01/2018,23/02/2018,"R$ 2.520,00","R$ 0,00",Concluído,R$,2520.00
Dispensa,NEPASS COMERCIO DE EQUIPAMENTOS,12.403.089/0001-16,Item 10 Mangueira : p/guindaste Weatherford : Item 20 Bico :,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",08/01/2018,21/03/2018,"R$ 3.340,20","R$ 3.340,20",Ativo,R$,3340.20
Dispensa,HOTEL NACIONAL DUTRA LTDA,17.832.672/0001-66,HOSPEDAGEM NO PAÍS,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",27/02/2018,27/02/2018,"R$ 170,00","R$ 170,00",Concluído,R$,170.00
Dispensa,SALT - SEA & LIMNO TECHNOLOGY,13.067.990/0001-27,SERVIÇOS DE CONSULTORIA,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",02/01/2018,01/04/2018,"R$ 58.000,00","R$ 58.000,00",Ativo,R$,58000.00
Dispensa,PHASED BRASIL LTDA - ME,19.403.693/0001-91,Inspeção de fabricação naAlemanha atenderpedidosda COLUMBUS,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",15/01/2018,13/02/2018,"R$ 20.151,24","R$ 0,00",Concluído,R$,20151.24
Dispensa,REMAC MANUTENCAO E RETIFICA DE,00.598.120/0001-32,Objeto da contratação: Reparo de uma bomba hidráulica Eaton,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",04/01/2018,24/03/2018,"R$ 18.800,00","R$ 18.800,00",Ativo,R$,18800.00
Dispensa,PWR MISSION INDUSTRIA MECANICA S/A,42.409.201/0001-97,Válvula de retenção : padrão API STD 594 : tp portinhola dup,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",02/01/2018,02/05/2018,"R$ 23.070,19","R$ 23.070,19",Ativo,R$,23070.19
Dispensa,CAMERON TECNOLOGIA DE CONTROLE DE,07.673.377/0003-12,Reparo em 03 válvulas FIRE SAFE.,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",10/01/2018,16/07/2018,"R$ 86.272,59","R$ 86.272,59",Ativo,R$,86272.59
Dispensa,CALDEIRAS INDUSTRIAIS E MARITIMAS,04.323.055/0001-93,Pressostato dif. 40a400Pa,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",05/01/2018,27/02/2018,"R$ 826,36","R$ 826,36",Ativo,R$,826.36
Dispensa,WAHHAB E WAHHAB LTDA - ME,01.555.141/0001-33,Objeto da contratação: Atuadores hidráulicos e pneumáticos,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",05/01/2018,18/02/2018,"R$ 27.270,00","R$ 27.270,00",Concluído,R$,27270.00
Dispensa,INDUSTRIA GRAFICA E EDITORA VICENTE,10.197.881/0001-36,CARTÕES DE VISITA.,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",08/01/2018,20/01/2018,"R$ 360,00","R$ 360,00",Concluído,R$,360.00
Dispensa,EMPENHA MANUTENCAO INDUSTRIAL LTDA,00.943.917/0001-20,Execução de limpeza química (desengraxe e passivação) em per,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",02/01/2018,16/01/2018,"R$ 22.980,00","R$ 2.125,65",Concluído,R$,22980.00
Dispensa,WAHHAB E WAHHAB LTDA - ME,01.555.141/0001-33,Objeto da contratação: Atuadores hidráulicos e pneumáticos,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",05/01/2018,03/02/2018,"R$ 3.445,00","R$ 3.445,00",Concluído,R$,3445.00
Dispensa,TORMENE AMERICANA DO BRASIL,07.919.815/0001-18,TAMPA DO RECEBEDOR DE PIG,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",12/01/2018,20/08/2018,"R$ 62.021,78","R$ 62.021,78",Ativo,R$,62021.78
Inexigibilidade,COLDCLIMA COMERCIO E INSTALACAO DE,60.100.633/0001-01,Serviço de Overhaul em dois Compressores Centrífugos de chil,"Dec 2745, 2.3, E - Situações atípicas de mercado em que a re",02/01/2018,21/01/2018,"R$ 159.900,00","R$ 159.900,00",Concluído,R$,159900.00
Dispensa,SMITHS BRASIL LTDA,04.480.563/0001-85,Anel primário,"Dispensa, Dec. 2745, 2.4, CAPUT - Contratação Direta",15/01/2018,23/04/2018,"R$ 24.115,24","R$ 24.115,24",Ativo,R$,24115.24
Dispensa,SMITHS BRASIL LTDA,04.480.563/0001-85,Vedação secundária,"Dispensa, Dec. 2745, 2.4, CAPUT - Contratação Direta",15/01/2018,21/05/2018,"R$ 11.172,63","R$ 11.172,63",Ativo,R$,11172.63
Dispensa,COATINGTEC REVESTIMENTOS TECNICOS,10.734.048/0001-87,APLICAR REVESTIMENTO DE NÍQUEL,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",02/01/2018,15/02/2018,"R$ 46.895,00","R$ 46.895,00",Concluído,R$,46895.00
Dispensa,EDUARDO DE SANTANA PEREIRA - ME,20.307.069/0001-70,Módulo específico,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",23/01/2018,24/05/2018,"R$ 3.234,00","R$ 3.234,00",Ativo,R$,3234.00
Dispensa,HGS VALVULAS CONEXOES E ACESSORIOS,13.595.003/0001-67,Redução concêntrica para tubo,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",03/01/2018,12/03/2018,"R$ 1.441,92","R$ 1.441,92",Ativo,R$,1441.92
Dispensa,LOUDON BLOMQUIST - AUDITORES,33.179.672/0001-65,SERVIÇO DE ANÁLISE DOCUMENTAL DE MATERIAIS PARA A UO-RIO/PCM,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",05/01/2018,15/03/2018,"R$ 59.640,00","R$ 29.820,00",Ativo,R$,59640.00
Dispensa,"IMPRIMEART-GRAFICA, EDITORA E",10.492.647/0001-31,CONFECÇÃO CHAVES/PLACAS/CARIMBOS - S/MAT,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",02/01/2018,27/12/2018,"R$ 73.500,82","R$ 73.500,82",Ativo,R$,73500.82
Dispensa,CE ENGENHARIA LTDA,09.574.489/0001-80,OBRAS CIVIS - SEM DISCRIMIN. DE MATERIAL,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",15/01/2018,28/02/2018,"R$ 119.692,93","R$ 7.623,83",Concluído,R$,119692.93
Dispensa,GLOBAL HYDRAULICS LTDA,05.393.742/0001-48,Reparo em 01 Bomba Hidráulica,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",02/01/2018,20/02/2018,"R$ 8.468,00","R$ 8.468,00",Concluído,R$,8468.00
Dispensa,"DI BLASI,PARENTE & ADVOGADOS",05.321.933/0001-02,SERVIÇOS JURÍDICOS,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",03/01/2018,21/01/2018,"R$ 9.064,00","R$ 9.064,00",Concluído,R$,9064.00
Convite,C. C. DE SOUZA LOPES COMERCIO DE,10.533.599/0001-82,Palete 1250x1200x215,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",08/02/2018,09/07/2018,"R$ 185.000,00","R$ 185.000,00",Ativo,R$,185000.00
Dispensa,LIGA - MONTAGEM E MANUTENCAO,93.688.778/0001-16,SERVIÇOS DE MANUTENÇÃO DE INSTRUMENTAÇÃO E AUTOMOÇÃO NAS PLA,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",08/01/2018,22/03/2018,"R$ 152.618,58","R$ 152.618,58",Ativo,R$,152618.58
Dispensa,LAB SOLUCOES TECNOLOGICAS LTDA,03.819.097/0001-57,Manutenção em cinco fontes de alimentação de rádio NEC e emi,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",02/01/2018,17/01/2018,"R$ 1.749,97","R$ 1.749,97",Concluído,R$,1749.97
Dispensa,FILTREX INDUSTRIA E COMERCIO DE,29.794.054/0001-58,Item 50 Elemento filtrante : p/filtro de glicol Item 70 iltr,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",11/01/2018,12/02/2018,"R$ 660,00","R$ 660,00",Ativo,R$,660.00
Dispensa,TECNO RIO SUL COMERCIO E SERVICOS,02.662.216/0001-48,MANUTENÇÃO CORRETIVA DO ELEVADOR DE CARGA DE P-31,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",18/01/2018,14/10/2018,"R$ 89.988,83","R$ 89.988,83",Ativo,R$,89988.83
Convite,ENGESYSTEMS - SISTEMAS DE,30.932.966/0001-28,Palete 1156x2400x175,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",08/02/2018,25/05/2018,"R$ 203.700,35","R$ 203.700,35",Ativo,R$,203700.35
Dispensa,ACOS PRIMAVERA LTDA,52.007.317/0001-53,TARUGO,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",02/01/2018,15/01/2018,"R$ 845,76","R$ 0,00",Concluído,R$,845.76
Dispensa,ALPINA EQUIPAMENTOS INDUSTRIAIS,55.257.034/0001-58,Pá : do ventilador ALPINA :,"Dispensa, Dec. 2745, 2.4, CAPUT - Contratação Direta",10/01/2018,15/02/2018,"R$ 71.796,85","R$ -5.743,75",Concluído,R$,71796.85
Dispensa,HT-HIDRAUTRONICA SISTEMAS,23.194.194/0001-09,Balão acumulador (Bexiga),"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",03/01/2018,15/02/2018,"R$ 2.018,01","R$ 2.018,01",Ativo,R$,2018.01
Dispensa,MAPIN SERVICOS DE COMUNICACAO VISUA,01.487.166/0001-47,CONFECÇÃO CHAVES/PLACAS/CARIMBOS - S/MAT,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",02/01/2018,22/01/2018,"R$ 430,01","R$ 0,00",Concluído,R$,430.01
Dispensa,INTERATIVA INDUSTRIA COMERCIO E,68.390.541/0001-07,Válvula borboleta wafer : acionamento manual : padrão API 60,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",10/01/2018,10/05/2018,"R$ 4.664,31","R$ 4.664,31",Ativo,R$,4664.31
Dispensa,STTOFEL SERVICOS E COMERCIO LTDA.,04.742.519/0001-04,Cone de rolamento cônico,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",11/01/2018,19/03/2018,"R$ 611,90","R$ 56,60",Concluído,R$,611.90
Dispensa,FLOWSERVE DO BRASIL LTDA.,33.273.681/0001-10,Caixa de selagem,"Dispensa, Dec. 2745, 2.4, CAPUT - Contratação Direta",02/01/2018,14/02/2018,"R$ 51.769,36","R$ -3.106,16",Concluído,R$,51769.36
Dispensa,JOTA GE ENGENHARIA LTDA - EPP,05.551.608/0001-28,CONDUÇÃO D/VEÍCULOS/OPERAÇ.MÁQUIN.EQUIP.,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",09/01/2018,09/03/2018,"R$ 160.000,00","R$ 101.333,33",Ativo,R$,160000.00
Dispensa,JOTA GE ENGENHARIA LTDA - EPP,05.551.608/0001-28,CONDUÇÃO D/VEÍCULOS/OPERAÇ.MÁQUIN.EQUIP.,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",09/01/2018,09/03/2018,"R$ 148.940,35","R$ 97.602,94",Ativo,R$,148940.35
Dispensa,BR COMPRESSORES SERVICE LTDA,05.808.502/0001-67,Haste PARTES:Porca específica,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",16/01/2018,23/04/2018,"R$ 27.141,93","R$ 27.141,93",Ativo,R$,27141.93
Dispensa,SUDPAR - SUDESTE PARAFUSOS E,35.954.452/0001-97,Consumíveis diversos,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",03/01/2018,04/03/2018,"R$ 530,00","R$ 0,00",Concluído,R$,530.00
Dispensa,CONCESSIONÁRIA AEROPORTO RIO DE JAN,19.726.111/0001-08,Pagamento para retirada da carga em DTA,"Dec 2745, 2.1, D - Concessionário de serviço público quando",02/01/2018,02/01/2018,"R$ 51,70","R$ 0,00",Concluído,R$,51.70
Dispensa,MECANOR INDUSTRIA COMERCIO E,08.308.135/0001-20,Anel de vedação seção  O,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",25/01/2018,26/02/2018,"R$ 101,91","R$ -14,27",Concluído,R$,101.91
Dispensa,DRAGER SAFETY DO BRASIL,07.857.433/0001-07,Cilindro : em fibra de carbono : alta pressão ( 300 bar ) :,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",08/01/2018,14/03/2018,"R$ 117.663,49","R$ 117.663,49",Ativo,R$,117663.49
Dispensa,CONCESSIONÁRIA AEROPORTO RIO DE JAN,19.726.111/0001-08,Pagamento para retirada de carga em DTA,"Dec 2745, 2.1, D - Concessionário de serviço público quando",02/01/2018,02/01/2018,"R$ 127,62","R$ 0,00",Concluído,R$,127.62
